"EchoTime","WaterTemp","Clconcentration","Salinity","pH","Zone"
4.01835797829012,3,19.0131373110796,34.3481832093308,8.04216837895719,"Nonabysso"
5.85047437424146,5,19.0173497736271,34.3557932335461,7.95649444664496,"Nonabysso"
3.57528199649659,6,19.0042843769145,34.332189941115,8.02056075786305,"Nonabysso"
3.80802969684249,6,18.9895116416331,34.3055022561922,7.84314176566055,"Nonabysso"
5.16775165661013,4,19.0150029107043,34.3515535083328,7.99821807967362,"Nonabysso"
6.91648510866802,6,19.0012357557293,34.3266824545127,8.01035477286444,"Abysso"
3.49456662668344,4,18.9963988885334,34.31794441208,7.91652178595984,"Nonabysso"
6.86220731934359,7,18.9889736967185,34.3045304318067,7.88054080899327,"Abysso"
2.85463346386586,9,18.9891398778727,34.3048306463709,7.92778074537873,"Nonabysso"
7.29930098444272,5,18.9901970579191,34.3067404949838,8.00030132082735,"Abysso"
2.24587833728269,8,18.9911488933159,34.3084600332199,7.96592710728281,"Nonabysso"
5.04102521934569,11,19.0197200964999,34.3600753403319,8.03419917399867,"Nonabysso"
2.15412318329335,6,19.0172175158569,34.3555543032713,7.96267702086709,"Nonabysso"
8.49991318122555,8,18.9903911311005,34.3070910978897,7.99843298226937,"Abysso"
5.30181416338199,10,19.0115703878162,34.3453524841094,8.2604247319453,"Nonabysso"
5.55569678365432,8,18.9940555058741,34.3137109741368,8.06723551197955,"Nonabysso"
7.89093839502829,8,19.0067574898806,34.3366577433437,8.01395490779434,"Abysso"
5.88070933944139,4,18.9939720474326,34.3135602022894,7.89755684552962,"Nonabysso"
4.77915904191432,4,18.9833404788466,34.2943537420603,7.97123623085216,"Nonabysso"
6.17865232110589,4,19.0124968163353,34.3470261235505,7.91492847095717,"Nonabysso"
5.05511769221207,5,18.9846886197188,34.296789225953,8.11346371620315,"Nonabysso"
6.18912144225981,9,19.0035659014194,34.3308919792093,7.97631435818376,"Nonabysso"
5.49420165200596,3,18.9934122202922,34.3125488465689,7.9422411221429,"Nonabysso"
5.04243956213061,10,19.023136958506,34.366248072389,8.03691935985665,"Nonabysso"
4.62381366878873,7,18.9998502986564,34.3241795570376,7.94292131529284,"Nonabysso"
5.9932854827788,8,18.992251844912,34.3104525704257,8.04637427873273,"Nonabysso"
6.56924803674088,7,18.992818386929,34.3114760569066,7.81050217943978,"Abysso"
4.88352071060495,8,19.0008872229772,34.3260528126694,8.02037674294761,"Nonabysso"
7.7823145467061,6,18.9952943157563,34.3159489461296,7.99190227204719,"Abysso"
4.88876179078829,5,18.9826968492732,34.2931909930545,7.84903304265825,"Nonabysso"
1.28727723141161,5,18.9838883006874,34.2953434096068,7.99884945574273,"Nonabysso"
4.16994353577471,8,19.0024108339727,34.3288052921134,7.88503911776743,"Nonabysso"
7.67824057906728,8,19.0015325495391,34.3272186273698,8.0116399182582,"Abysso"
6.75552637221178,3,18.9940682168844,34.3137339372126,8.03473042411842,"Abysso"
4.62215651611888,3,18.9940557706502,34.3137114524681,8.05469328370958,"Nonabysso"
3.92332956271604,11,19.0041760183986,34.331994186038,7.94819230599721,"Nonabysso"
7.39024816696696,5,18.9952849181166,34.3159319688236,8.12951405971014,"Abysso"
4.2460082521609,7,18.9970806379354,34.3191760264622,8.09531495705983,"Nonabysso"
6.92642383652608,7,18.9958938647556,34.3170320613743,7.99033047107806,"Abysso"
5.9072502649665,6,18.9975572976068,34.3200371359915,8.03941476339909,"Nonabysso"
4.95657692935675,5,19.0014483727025,34.3270665577056,8.15372304684153,"Nonabysso"
4.69148538213282,7,18.991640944846,34.3093489489116,8.03693822662948,"Nonabysso"
3.37872363898644,8,19.0099140542799,34.3423602347593,7.88723786358702,"Nonabysso"
7.73886567435161,7,18.995483700765,34.3162910796171,7.98038473010192,"Abysso"
3.15595886297208,6,19.0014381310139,34.3270480555832,7.97355505820058,"Nonabysso"
5.7628101407592,9,19.0004606455621,34.3252821792402,7.96098801619718,"Nonabysso"
4.03394413209513,6,18.9923839521509,34.3106912287583,8.00174142125455,"Nonabysso"
2.93360206005075,5,18.9956135892843,34.3165257297216,7.97088088969691,"Nonabysso"
2.66716607677061,9,19.0073506558245,34.3377293272798,8.1165801566901,"Nonabysso"
8.46635416753286,1,19.0063381673788,34.3359002162782,8.24320822921356,"Abysso"
5.37834188177019,7,19.0123874432712,34.3468285356415,7.93709558543106,"Nonabysso"
5.71293862064126,9,19.0023189620629,34.3286393209148,7.7725655543503,"Nonabysso"
6.4292854543021,4,18.996855621191,34.3187695224626,8.03349371549715,"Abysso"
7.21702567383781,3,19.0149970370421,34.3515428972684,7.97863119934936,"Abysso"
4.51735621986396,2,19.000695743693,34.3257068957686,7.99684575984317,"Nonabysso"
6.14001313060645,8,19.0133403372,34.3485499861687,7.9303916455462,"Nonabysso"
3.73536366502799,9,19.0018223497203,34.3277421658872,8.0968421002981,"Nonabysso"
8.21607111337264,7,18.9990392371187,34.3227143338168,8.23963486219118,"Abysso"
7.3181310155171,3,18.9914946756095,34.3090847062223,8.14761207182118,"Abysso"
5.0800730960359,9,19.0026947211164,34.3293181484329,7.95328108329323,"Nonabysso"
6.0620007699771,5,18.9774100099824,34.2836400535336,7.94105546460649,"Nonabysso"
3.50040438622554,10,19.0117882048866,34.3457459815379,7.90124779280489,"Nonabysso"
7.28446713975363,8,19.0090209092341,34.3407467235768,8.01607072438062,"Abysso"
2.49803613974426,3,19.0062672466226,34.3357720943861,7.83043792503681,"Nonabysso"
2.72964569178333,4,19.0025095096934,34.3289835547367,7.98456564067672,"Nonabysso"
7.24548298454477,13,19.0055264890746,34.3344338788378,7.94357558741656,"Abysso"
9.37130798970861,9,19.0095075425358,34.3416258509681,7.81135249969588,"Abysso"
7.16318237567791,2,18.9928551424651,34.3115424576202,7.96481628519452,"Abysso"
6.67327111039796,6,19.0189170555265,34.3586246066614,8.03042487804532,"Abysso"
4.33810104774026,8,19.0139531731667,34.3496571049843,7.86787060520376,"Nonabysso"
6.7588037710619,4,19.0011338973465,34.3264984422513,7.85427675897135,"Abysso"
6.02456919241634,4,19.0037496996417,34.3312240198878,8.11474974628084,"Nonabysso"
4.90973858410447,12,19.0146450645481,34.3509070413593,8.12125351504717,"Nonabysso"
4.68149458395853,6,18.9875776694236,34.3020084386972,8.01585878360436,"Nonabysso"
6.83115600046533,4,18.9929734437473,34.3117561748017,7.82375779048112,"Abysso"
2.87119523699673,8,19.0086727336523,34.3401177269796,8.02601747814421,"Nonabysso"
6.61023082621359,6,18.9990671494351,34.3227647588121,8.01620782394036,"Abysso"
4.88693970152953,4,19.0126337953623,34.3472735830117,7.84815287691516,"Nonabysso"
6.17324713347026,8,18.9731375219502,34.2759215902791,7.98125803310992,"Nonabysso"
7.08120517862195,7,18.9909425752612,34.3080873093381,8.21833341796057,"Abysso"
3.86386324027909,5,19.0070923642521,34.3372627106396,8.03433743444275,"Nonabysso"
5.87733282168912,3,19.0209480093986,34.3622936263791,8.19336829045595,"Nonabysso"
4.24779312252652,2,19.0112528641032,34.3447788616456,7.94391593814489,"Nonabysso"
6.23844681721108,3,19.0037722765445,34.3312648061915,8.05196085305895,"Nonabysso"
4.82897035933293,3,19.011091972942,34.3444882037183,8.09809285468996,"Nonabysso"
4.24661153115068,4,19.0063885234933,34.3359911871169,7.961053723614,"Nonabysso"
3.29414996370995,4,18.9964116520804,34.3179674700659,8.11462588248869,"Nonabysso"
4.23662504032352,6,18.9826830813228,34.2931661205638,7.91857101165162,"Nonabysso"
4.78211278229035,5,19.0189120440329,34.3586155531476,8.04187293164907,"Nonabysso"
7.23670365864639,5,18.9966837590825,34.3184590449706,8.04378850837933,"Abysso"
3.51750190692127,8,19.0020874335479,34.328221053076,8.19891897826219,"Nonabysso"
5.64352915825612,7,19.0173448193196,34.3557842833418,NA,"Nonabysso"
3.3244646411576,3,19.0097767236304,34.3421121400744,NA,"Nonabysso"
4.61036491789705,8,19.0056015733609,34.3345695223552,NA,"Nonabysso"
5.13910496882519,7,18.9963620286272,34.3178778228164,NA,"Nonabysso"
2.0027036736282,10,18.9955609226877,34.3164305848814,NA,"Nonabysso"
6.13618555935505,4,18.9961326467367,34.3174634329621,NA,"Nonabysso"
4.54001966141477,6,19.018319812275,34.3575456568654,NA,"Nonabysso"
2.14288006450777,4,19.0084531696456,34.3397210736233,NA,"Nonabysso"
2.98153560093237,8,19.0033057709079,34.3304220404337,NA,"Nonabysso"
