"PizzaPrice","BurgerPrice","RoomTemperature","DeliveryMode","Income","softdrinkPrice","Location","PizzaDemand"
11.7162329813532,9.71623298135319,24.9370955854311,2,21.7721618583585,20.2517328406971,2,15383.2653695427
8.69568861887692,6.69568861887692,24.7725655543503,1,43.1727622093401,14.8771426311951,1,16036.037969162
7.05668635730373,5.05668635730373,25.0334937154971,2,18.661750722411,16.0417851219825,1,15317.3913111608
12.4991111126276,10.4991111126276,24.9786311993494,1,92.1075998305975,22.40148433703,1,17327.3433209211
8.20872310789459,6.20872310789459,24.9968457598432,2,51.4827756842612,27.3528317483401,1,16077.3015769241
12.0021011600001,10.0021011600001,24.9303916455462,1,64.3617163698167,21.4926151108564,2,16559.697373516
8.54670491609125,6.54670491609125,25.0968421002981,1,46.6008743127252,32.1914339056845,1,15870.7854225163
7.71177113561794,5.71177113561794,25.2396348621912,1,66.0900006657654,21.0151841536008,1,16576.7352750956
5.44840268283866,3.44840268283866,25.1476120718212,1,23.0979880521305,13.41735874345,2,15466.4771304905
8.80841633493129,6.80841633493129,24.9532810832932,1,48.1076782610847,28.6158618617972,1,15969.0586172545
1.22300299470981,-0.77699700529019,24.9410554646065,2,39.5644916303796,42.5670349521928,1,15452.2941880004
11.5364614659793,9.53646146597935,24.9012477928049,2,36.2600254966362,24.6004360774211,2,15722.1790914356
10.7062727702226,8.70627277022264,25.0160707243806,2,56.5975231599452,25.0722113473257,1,16277.0076740829
9.88017398679373,7.88017398679373,24.8304379250368,1,28.9949558480009,40.4999164652427,2,15265.2216483757
8.75285290802647,6.75285290802647,24.9845656406767,2,25.5357548648188,38.9445069318435,2,15181.6023659993
9.65794672238597,7.65794672238597,24.9435755874166,2,28.9356385833961,34.3308401185652,2,15354.050629079
10.8522627607469,8.85226276074693,24.8113524996959,1,56.4507008758366,30.7718947231949,2,16188.6146673565
5.85654273951559,3.85654273951559,24.9648162851945,2,48.4591235598144,38.2174780740491,1,15808.2459586597
13.6751166579485,11.6751166579485,25.0304248780453,1,97.1445159631567,39.6661446850625,2,17220.223688232
12.1859519500138,10.1859519500138,24.8678706052038,1,78.3071173129573,32.2313731168524,1,16790.6735731393
8.34016920394694,6.34016920394694,24.8542767589714,2,88.299050021516,41.071510721717,2,16903.443194487
9.12490989252125,7.12490989252125,25.1147497462808,2,57.2655548007093,37.812621242518,1,16090.2801772325
12.3935193644181,10.3935193644181,25.1212535150472,2,32.3933243016107,21.6355844598938,1,15666.1130048647
4.27330082708726,2.27330082708726,25.0158587836044,2,20.5926473353969,32.9214144693505,2,15093.2366778165
5.89203312419184,3.89203312419184,24.8237577904811,2,20.970274240801,43.1231043496184,1,14965.3982662553
10.6018200956992,8.60182009569924,25.0260174781442,2,10.4880504049323,30.787176989941,1,14899.2539523483
7.72014483054317,5.72014483054317,25.0162078239404,2,91,45.9304088711019,2,16900.5731699614
11.7901386086858,9.7901386086858,24.8481528769152,2,55.7310609631884,22.8331846753,2,16296.1286382696
-0.0587434149482995,-2.0587434149483,24.9812580331099,2,57.9909711693035,43.2175842380862,1,15946.9900940769
5.28277257835665,3.28277257835665,25.2183334179606,1,43.8951233900115,55.6528734491875,1,15413.6163655429
